titulo,subtitulo,primer_parrafo,seccion
"Mascherano, tras la derrota de la Selección Argentina Sub 20 ante Brasil: “No estuvimos a la altura” ",Campeonato Sudamericano,"El director técnico de la Selección Argentina Sub 20, Javier Mascherano, realizó una dura autocrítica luego de la derrota ante Brasil, por la tercera fecha del Grupo A del Campeonato Sudamericano en Colombia. “Tengo que ser honesto conmigo mismo y con todo el mundo: no estuvimos a la altura”, sentenció tras el partido.",Deportes
Los Leones perdieron un partido increíble y quedaron afuera del Mundial,"Ganaban 5-3, les empataron 5-5 y cayeron en penales australianos ante Corea del Sur","Los Leones dejaron pasar una chance increíble para clasificarse a los cuartos de final del Mundial de hockey sobre césped que se desarrolla en la India. La Selección estuvo 5-3 en ventaja en el último cuarto, Corea del Sur se lo empató 5-5 en tiempo reglamentario y luego se impuso 3-2 en la definición por penales australianos para eliminar así al conjunto argentino.",Deportes
Argentina cierra sus ventanas para el Mundial de básquet en Mar del Plata,El equipo de Prigioni jugará a fines de febrero contra Canadá y Dominicana,"El seleccionado argentino de básquetbol, que busca su clasificación al Mundial 2023, será local en Mar del Plata en los encuentros ante sus pares de Canadá y República Dominicana, por la última ventana de eliminatorias, a jugarse en febrero próximo. Además, es posible la presencia de Facundo Campazzo, máxima figura del equipo, que por la sanción que sufrió su equipo, el Estrella Roja de Belgrado, no puede jugar las fechas de Euroliga hasta marzo.",Deportes
Djokovic sigue imparable y ya está en los cuartos de Australia,El serbio apabulló a De Miñaur y ahora jugará ante Rublev,"El serbio Novak Djokovic está lanzado en busca de su décimo título en Australia y vigésimo segundo trofeo de Grand Slam. Sin rastros de la molestia muscular que lo aquejó en los partidos anteriores, el ex número uno del mundo despachó este lunes al australiano Alex Di Miñaur con una contundente victoria por 6-2, 6-1, 6-2 y avanzó a los cuartos de final del Abierto de Australia con expectativa creciente por los récords que vislumbra en el horizonte.",Deportes
"El Córdoba Open, con un campeón del mundo",La organización confirmó la invitación para Guido Pella,"Este lunes se lanzó de manera oficial el Córdoba Open, uno de los torneos de tenis más importantes de la Argentina, perteneciente a la gira sudamericana de ATP sobre polvo de ladrillo.",Deportes
Capitalismo desatado y fútbol argentino  ,,"Nunca a lo largo de su gloriosa historia, el fútbol argentino ha puesto en juego tantos títulos como los que pondrá a partir de 2023. Racing ya le ganó a Boca la inefable Supercopa Internacional que se disputó el viernes en Al Ain (Emiratos Árabes Unidos). Esta semana darán comienzo la Copa Argentina y el Campeonato de la Liga Profesional y es posible que finalmente en marzo, Boca y Patronato definan la Supercopa Argentina. En el segundo semestre, llegarán la Copa de la Liga y el Trofeo de Campeones y se totalizarán en el año seis competencias locales, un número al que ningún otro país llega en la actualidad. Inglaterra juega cuatro, España, Italia y Brasil tres.",Deportes
Marcelo Bielsa podría volver a la Premier League,"Estaría en el radar del Everton, que lucha por no descender luego de 69 años","Once meses después de su último partido como entrenador, Marcelo Bielsa podría retornar a la actividad y nuevamente en la Premier League de Inglaterra ya que según medios de ese país el rosarino es el candidato principal para agarrar al Everton, que marcha penúltimo y viene de despedir al histórico exvolante Frank Lampard.",Deportes
San Lorenzo: Federico Gattoni no arregla y podría firmar con Sevilla,Se complica la situación del capitán del Ciclón,"A días del inicio de la Liga Profesional, San Lorenzo podría perder a su capitán Federico Gattoni, a quien ubican cerca de fichar por el Sevilla de España en medio del conflicto por la extensión de su contrato en el club de Boedo. El Diario de Sevilla publicó que la entidad de Andalucía ""tras barajar diferentes opciones para el último refuerzo en la defensa, se ha decidido por otra opción de futuro y el actual defensa de San Lorenzo puede convertirse en el próximo fichaje"".Gattoni, de 23 años, se encuentra en conflicto con la dirigencia de San Lorenzo por la renovación del vínculo que vence el próximo 30 de junio. Las negociaciones con su representante Marcelo Lombilla, de antiguos conflictos con la dirigencia azulgrana, no encuentran un punto de encuentro desde hace siete meses. La diferencia que traba el acuerdo reside en la cláusula de rescisión para ejecutar la eventual salida.Lombilla presiona para que ese monto no sea demasiado elevado con objeto de facilitar una venta en el futuro, pero en San Lorenzo no están dispuestos a perder al jugador por menos de su valor real, al margen del riesgo que implica la libertad de acción a partir del 1 de julio. Esa situación es también un condicionante para el club de Boedo ya que un eventual comprador sabe que a partir del segundo semestre de este año podría negociar directamente con el jugador y ahorrarse el dinero de los derechos económicos.En medio de la pretemporada, Gattoni viajó a Italia para cerrar el trámite de su ciudadanía europea, un aspecto favorable para su futuro deportivo. El jugador declaró públicamente su deseo de resolver la situación con San Lorenzo y el DT Rubén Insúa declaró más de una vez su confianza en la resolución. Pero la firma por la renovación no llega y tampoco se descarta que el jugador sea transitoriamente apartado del plantel hasta la solución del caso.",Deportes
"Mundial de handball 2023: Los Gladiadores, triunfo y chau",La Selección Argentina se despidió con un 26-22 sobre Qatar,"Los Gladiadores se despidieron del Mundial de handball con una victoria luego de imponerse ante Qatar por 26 a 22 este lunes, en el cierre de la fase de grupos de la rueda principal del certamen que se está disputando en Polonia y Suecia.",Deportes
Sudamericano Sub-20: Argentina cayó 3 a 1 ante Brasil y complicó su clasificación,Segunda derrota consecutiva,"El seleccionado argentino Sub-20 de fútbol perdió este lunes por la noche 3-1 ante Brasil, resultado que comprometió seriamente su clasificación a la segunda fase del Sudamericano de la categoría que se juega en Colombia y que otorga cuatro plazas para el Mundial Indonesia 2023, a realizarse entre mayo y junio.En el estadio Pascual Guerrero de Cali, el equipo dirigido por Javier Mascherano acumuló su segunda derrota consecutiva (había perdido el sábado por 2-1 con Paraguay) y deberá imponerse a Perú y Colombia para ostentar chances de seguir vivo en el certamen continental.",Deportes
Cinco goles de Mbappé en el 7-0 del París Saint-Germain,"Por la Copa de Francia, sin Messi y ante un rival de Sexta División","El París Saint-Germain, sin Lionel Messi -descanso- pero con un brillante Kylian Mbappe, no tuvo piedad este lunes del Pays de Cassels, un club de la Sexta División francesa, y lo goleó por 7-0 para avanzar a los octavos de final de la Copa de Francia.",Deportes
Sudamericano Sub-20: ¿a qué hora juegan y cómo ver Paraguay vs Perú?,En la previa del Argentina - Brasil,"Este lunes desde las 19 las selecciones de Paraguay y Perú se enfrentarán por la tercera fecha del grupo A del Sudamericano Sub-20 masculino de fútbol Colombia 2023, en la previa del choque entre Argentina y Brasil. Cómo verlo en vivo, las probables formaciones y cómo les fue en los primeros dos partidos. ",Deportes
Argentina vs Brasil en el Sudamericano Sub 20: a qué hora juegan y cómo verlo,La Selección dirigida por Mascherano perdió en el debut,"La selección Sub-20 dirigida por Javier Mascherano afrontará este lunes un duelo crucial nada menos que ante Brasil, en el Estadio Pascual Guerrero de la ciudad de Cali, en busca de recuperarse de la derrota del sábado ante Paraguay, por el debut en el Sudamericano que se está celebrando en Colombia.",Deportes
Cristiano Ronaldo debutó en el Al Nassr sin gol pero con triunfo,Esperada presentación de CR7 en Arabia Saudita,"Cristiano Ronaldo sumó este domingo sus primeros minutos oficiales en el Al Nassr de Arabia Saudita, que superó por 1-0 a Al Ittifaq y se mantiene en el liderazgo de la Pro League local tras 14 fechas.",Deportes
"La nonna que corre, una historia llena de Sol","Elisa Forti, de 88 años","Una vida nunca se apaga si siempre dio luz a su alrededor. Hay múltiples formas de lograrlo, de iluminar el camino de otros. Con amor, pasión por lo que se hace y poniéndole el oído a los demás. También cuando se enseña, se elige una historia que merece contarse, se lucha por ella y se transmiten valores. Soledad Navarro -Sol para quienes la conocimos de cerca-, representaba todo eso y mucho más. Tuvo una muerte trágica el 1° de enero por un choque frontal con un camión. Su compañero, el médico Pedro Billordo y Lupe, la pequeña hijita de ambos también fallecieron. Una familia completa.",Deportes
"Argentina vs Qatar, para despedirse del Mundial de handball con una alegría",Los Gladiadores cierran su participación este lunes,"La Selección Argentina de handball se despedirá este lunes del Mundial que se está disputando en Polonia y Suecia cuando se enfrente con Qatar, por la tercera y última fecha de la ronda de grupos del cuadro principal.",Deportes
"Mundial de hockey: Los Leones vs Corea del Sur, por el pase a cuartos",Este lunes a la mañana,"Los Leones buscarán avanzar al cuadro principal del Mundial de hockey de India 2023 este lunes cuando se midan con Corea del Sur por los octavos de final. El ""premio"" para el vencedor será enfrentarse con Países Bajos, hasta ahora el mejor equipo del torneo, en cuartos.",Deportes
Palomita y gol de Lisandro Martínez en el Manchester United,Igual fue derrota sobre la hora ante el imparable Arsenal,"Con una linda palomita dentro del área, el campeón mundial Lisandro Martínez marcó su primer gol en el Manchester United aunque no pudo evitar la derrota 3-2 ante el imparable Arsenal, puntero en soledad de la Premier League tras 20 fechas.",Deportes
"Vuelve el fútbol argentino de Primera, pero ahora con nuevo título del mundo",Radiografía de la Liga Profesional 2023 que se larga este viernes,"El próximo viernes con los partidos Rosario Central-Argentinos Juniors (a las 19:15) y Defensa y Justicia-Huracán y Vélez-Gimnasia (21:30) comenzará el Campeonato de la Liga Profesional, la segunda competencia oficial de las seis que pondrá en juego este año el fútbol argentino. Lo hará rodeada todavía de la formidable ebullición que sigue provocando el título mundial ganado hace 35 días por la Selección Argentina en Qatar.",Deportes
Los Pumas 7s y una espectacular remontada vs All Blacks para ser campeones,"Arrancaron la final 12-0 abajo, en Nueva Zelanda","Los Pumas se consagraron este domingo campeones del Seven jugado en Hamilton, Nueva Zelanda, al vencer nada menos a los All Blacks por 14 a 12 en la final después de una notable remontada.",Deportes
Abierto de Australia: Djokovic busca cuartos; partidazo de Tsitsipas,El serbio va contra de Miñaur este lunes a la mañana,El nueve veces campeón Novak Djokovic buscará su pasaje a los cuartos de final del Abierto de Australia este lunes a la mañana cuando se mida con el local Alex de Miñaur (24º) no antes de las 5 (hora argentina; televisación de ESPN y online en la plataforma Star+).,Deportes
"El Gráfico, la revista que marcó a los argentinos",A cinco años del cierre de la mítica publicación deportiva,"El Gráfico vio la luz en 1919 y concluyó como publicación impresa en enero de 2018. Hace 5 años la revista que educó a generaciones enteras ya no luce más en los puestos de diarios. Ahora reviste como una entidad de pieza de colección, que seguirá latente en la cabeza de lectores memoriosos, y se suma a un archivo histórico que quedará instalado por siempre en las bibliotecas de babel del deporte. ",Deportes
Djokovic sigue adelante en Australia pese a sus problemas musculares,El serbio se impuso en tres sets al búlgaro Dimitrov,"Pese a las molestias musculares que sufre, el serbio Novak Djokovic se clasificó este sábado a los octavos de final del Abierto de Australia, primer Grand Slam del año, al vencer al búlgaro Grigor Dimitrov en sets corridos: 7-6 (7), 6-3 y 6-4 tras 3 horas y siete minutos de juego en el Rod Laver Arena.",Deportes
Los Gladiadores y una nueva caída en el Mundial de handball,La selección argentina cayó 28-22 ante Serbia en Polonia,"El seleccionado argentino masculino de handball, Los Gladiadores, perdió este sábado contra Serbia por 28 a 22 en Katowice, por un partido correspondiente a la segunda ronda del Mundial que se desarrolla en Polonia y Suecia.Los Gladiadores, que habían caído ante Alemania por 39 a 19 en su primera presentación en la ""Main Round"" y ya no tenían chances de clasificarse a los cuartos de final, tampoco pudieron hoy contra los serbios aunque en un encuentro más parejo (la primera mitad terminó 12-10).",Deportes
"Premier League: Aston Villa de ""Dibu"" Martínez batió a Southampton  ","Igualaron Liverpool y Chelsea; este domingo, el líder Arsenal recibe a Manchester United","Con un tanto de Ollie Watkins, el Aston Villa de Emiliano ""Dibu"" Martínez consiguió una importante victoria 1-0  como visitante ante Southampton, en la continuidad de la fecha 21 de la Premier League.",Deportes
"Serie A de Italia: Napoli, con Gio Simeone, ganó y se afirma arriba",El líder del Calcio amplió a 12 puntos su ventaja sobre su escolta Milan,"Napoli, líder de la Serie A de Italia, con el ingreso del delantero Giovanni Simeone en el segundo tiempo, derrotó 2-0 este sábado a Salernitana de visitante y amplió a doce puntos su ventaja sobre el escolta Milan, por la fecha 19.",Deportes
Sudamericano Sub-20: Argentina arrancó con mal pie ante Paraguay,El equipo de Mascherano debutó con derrota 2-1 luego de tener fecha libre,"El seleccionado argentino Sub-20 cayó 2-1 contra Paraguay en su partido debut en el XXX Campeonato Sudamericano Sub 20, que se desarrolla en Colombia con cuatro plazas para el Mundial de Indonesia de este año y tres para los Panamericanos de Chile 2023.",Deportes
Liga de España: Atlético Madrid goleó y avanzó al cuarto puesto,"El equipo del ""Cholo"" Simeone tuvo a los mundialistas Molina, De Paul y Angel Correa","Atlético Madrid, con campeones del mundo Nahuel Molina, Angel Correa y Rodrigo De Paul, goleó 3-0 este sábado a Valladolid de local y subió al cuarto lugar de la Liga de España, en la continuidad de la fecha 18 del certamen.",Deportes
"La ilusión del Sudamericano, en las manos de Mascherano",La Sub-20 debuta este sábado ante Paraguay a las 18,"Habrá memoriosas y memoriosos que aún lo recuerden con nitidez. Y habrá quienes, más jóvenes, de esa nueva camada generacional que se enamoró del fútbol de la mano de la Scaloneta, ni siquiera vivían cuando aquello ocurrió. De un modo u otro, vale la pena recordar aquel 12 de diciembre de 2003, del que este 2023 se cumplirán 20 años, cuando un cabezazo del pequeño gigante Javier Mascherano en el área rival alcanzó la red para igualar un dificilísimo partido por el Mundial Sub-20 en Emiratos Árabes Unidos, que terminó en victoria solo posible por su hazaña y por el gol de oro -cuando aún existían- con que Fernando Cavenaghi terminó de eliminar por 2 a 1 a Estados Unidos de aquella cita mundialista. ",Deportes
"El Racing de Gago volvió a ganarle al Boca de Ibarra, otra vez sobre el final",Un penal agónico le dio la Supercopa jugada en Abu Dhabi,"Casi dos meses después del Trofeo de Campeones, Racing volvió a ganarle una final a Boca y por mismo resultado. Esta vez por la denominada Supercopa Internacional, que hizo su presentación en Emiratos Árabes Unidos, y terminó 2 a 1 a favor de los dirigidos por Fernando Gago, quienes definieron la historia en tiempo de descuento con un penal ejecutado por el defensor Gonzalo Piovi.",Deportes
Dani Alves quedó detenido por una presunta agresión sexual,El lateral brasileño fue denunciado por una joven en Barcelona,"El futbolista brasileño Dani Alves, quien fuera compañero de Lionel Messi en Barcelona, fue detenido tras acudir a la comisaría de los Mossos d’Esquadra de Les Corts, en Barcelona, acusado de una presunta agresión sexual, y la fiscalía pidió que ingrese en prisión preventiva sin fianza.",Deportes
Los Leones lograron un heroico empate y están en octavos,El equipo argentino igualó 5-5 ante Francia en el Mundial de hockey,"Con un agónico gol de Nicolás Della Torre a 10 segundos del final, el seleccionado argentino masculino de hockey sobre césped empató este viernes con Francia 5 a 5 y se clasificó en el segundo puesto del Grupo A del Mundial que se desarrolla en India. El equipo dirigido por Mariano Ronconi deberá jugar los octavos de final ante Corea del Sur o Japón (que serán tercero del Grupo B), el lunes próximo a las 8:30 de Argentina.",Deportes
¿De Bangladesh al Ascenso argentino?,Sol de Viedma de Río Negro quiere sumar dos jugadores del país asiático,"Ni lento ni perezoso, el club Sol de Mayo de Viedma tomó nota de la repercusión del triunfo mundialista de la Argentina en Bangladesh y se tiró el lance para traer a -de mínima- un jugador de la selección del país asiático.",Deportes
Racing abrochó al goleador peruano Paolo Guerrero,"Un histórico del fútbol sudamericano, de 39 años","La Supercopa no fue la única buena noticia que recibió Racing este viernes. Es que el club de Avellaneda llegó a un acuerdo para incorporar al delantero peruano Paolo Guerrero, un jugador largamente codiciado por estos pagos en temporadas pasadas.",Deportes
Boca: Ibarra dijo que no tendrá más en cuenta a Agustín Rossi,"El DT se mostró ""dolido"" por el arbitraje ante Racing","El entrenador de Boca, Hugo Ibarra, dijo que no le gustó el arbitraje de Fernando Rapallini en la derrota 2-1 de este viernes de su equipo ante Racing Club por la Supercopa Internacional que se disputó en Abhu Dabi, Emiratos Arabes, al tiempo que dio por terminado el ciclo del arquero Agustín Rossi, a quien se le finaliza su contrato a mitad de año y ya tiene firmado un precontrato con Flamengo de Brasil.",Deportes
"Fernando Gago: ""Es importante arrancar con un título"" ",El DT de Racing habló tras vencer a Boca en la Supercopa,"El entrenador de Racing Club, Fernando Gago, aseguró este viernes que es ""importante"" abrir la temporada con un título luego de vencer 2-1 a Boca Juniors en la Supercopa Internacional y sumar su segundo título como entrenador, carrera que inició en enero de 2021 con Aldosivi de Mar del Plata y que todavía no llegó a los 100 partidos (tiene 89).",Deportes
Abierto de Australia: Francisco Cerúndolo perdió en tercera ronda y no quedan argentinos,El primer Grand Slam del año,"El argentino Francisco Cerúndolo, 29 en el ranking ATP, fue eliminado en la madrugada de este viernes en la tercera ronda del Abierto de Australia de tenis al ser vencido por el canadiense Felix Auger-Aliassime, séptimo del mundo.En su primera participación en el cuadro final de Australia, Cerúndolo, de 24 años, logró su mejor desempeño en un Grand Slam pero terminó supedo en dos horas y 35 minutos por 6-1, 3-6, 6-1, 6-4.En la próxima ronda Auger-Aliassime enfrentará al checo Jiri Lehecka quien dio la sorpresa al eliminar al británico Cameron Norrie (12) por 6-7 (8-10), 6-3, 3-6, 6-1 y 6-4. en tres horas y 12 minutos.",Deportes
Racing le ganó a Boca en Abu Dabi con un polémico penal y salió campeón,Supercopa Internacional ,"Con goles de Johan Carbonero y Gonzalo Piovi Racing se impuso 2 a 1 a Boca —marcó Facundo Roncaglia— en el Estadio Hazza Bin Zayed de Abu Dabi y salió campeón de la Supercopa Internacional, un título oficial. La polémica por el penal cobrado por Fernando Rapallini.",Deportes
¿Por qué Racing juega contra Boca en Abu Dabi y no Patronato?  ,Supercopa Internacional,"Este viernes 20 de enero Boca y Racing se enfrentarán en Abu Dabi por la Supercopa Internacional, un partido que ha generado mucha polémica desde el momento en que se anunció. ¿Por qué no es Patronato el que enfrenta al Xeneize en Emiratos Árabes Unidos?",Deportes
"Boca vs Racing en Abu Dabi: a qué hora juegan, TV y formaciones ",Supercopa Internacional ,"Boca y Racing se enfrentarán este viernes 20 de enero desde las 12:30 de Argentina en el Estadio Hazza Bin Zayed de Abu Dabi por la Supercopa Internacional, un título que contará como oficial. El arbitraje estará a cargo de Fernando Rapallini. Cómo verlo en vivo por TV y online y las formaciones que Hugo Ibarra y Fernando Gago pondrán en la cancha. ",Deportes
Mundial de hockey: los Leones empataron 5 a 5 con Francia en la última jugada,Buscan el pase a cuartos,"Argentina empató en la última jugada el partido ante Francia por la tercera y última fecha de la fase de grupos del Mundial de Hockey 2023. Ahora el seleccionado nacional va a medirse con el país que salga tercero en el grupo B, definición que se espera en el transcurso de este viernes, para conseguir un lugar en los cuartos de final.",Deportes
Abierto de Australia: perdió Diego Schwartzman en segunda ronda,El argentino cayó ante el estadounidense J.J. Wolf,"El argentino Diego Schwartzman (25to. en el ranking de la ATP) perdió en esta madrugada ante el estadounidense J.J. Wolf (66), por 6-1, 6-4 y 6-4, en una hora y 43 minutos, y fue eliminado en la segunda ronda del Abierto de Australia de tenis.Schwartzman participó del primer Grand Slam del 2023 en malas condiciones ya que sufrió una lesión muscular la semana pasada y debió abandonar en el certamen de Auckland. El porteño de 30 años había tenido bastante trabajo para superar la ronda inicial del Open oceánico al ucraniano Oleksii Krutykh por 6-4, 6-7, 6-3 y 7-6 en tres horas y 55 minutos.",Deportes
Dura caída de Los Gladiadores en el Mundial,Argentina perdio 39-19 ante Alemania en el debut en la segunda ronda,"Los Gladiadores poco pudieron hacer ante una potencia como Alemania, ganador del Grupo E, en su estreno en la segunda ronda del Mundial de handball y cayeron por 39-19 en un duelo que casi no tuvo equivalencias a lo largo de casi todo su desarrollo. El partido se jugó en la ciudad polaca de Katowice, y Los Gladiadores, dirigidos por el DT Guillermo Milano, tuvieron a Pedro Martínez Cami como el máximo goleador del equipo en el partido con cinco anotaciones.Con su arrollador triunfo ante Argentina, Alemania logró así su cuarta victoria consecutiva en el certamen luego de ganar la zona E con seis puntos: venció a Argelia (37-21); Serbia (34-33) y Qatar (31-27). Los Gladiadores volverán a jugar el sábado próximo ante Serbia (11,30) y luego, el lunes, se medirán con Qatar, aunque sus chances de meterse en los cuartos de final son casi nulas.",Deportes
La muerte y la épica de la cadena perpetua,,"El proceso judicial sobre el asesinato de Fernando Báez Sosa continuará el próximo lunes con los alegatos e instancias claves entre fiscalía, querella y defensa, y con el aporte de los testigos y las pruebas presentadas previamente. Es necesario recuperar el debate de las ideas frente a la batalla de las emociones. Esos postulados del humanismo ilustrado, ese que puso al hombre y su razón como medida de todas las cosas. ",Deportes
Un gol de Messi y dos de Cristiano en el amistoso de las superestrellas,El PSG venció 5-4 al combinado saudita dirigido por Marcelo Gallardo,"Lionel Messi y Cristiano Ronaldo jugaron una hora exacta del amistoso entre París Saint Germain y Riyadh Season disputado esta tarde en el estadio Rey Fahd de Riad, la capital de Arabia Saudita. Y cada uno cumplió su parte. Messi anotó el primer gol del equipo francés que terminó ganando 5 a 4. Y CR7 por su parte, anotó los dos primeros tantos del combinado saudiárabe que dirigió Marcelo Gallardo y que incluyó en su formación inicial al ex jugador de River Gonzalo ""Pity"" Martínez y a nueve de los futbolistas de la Selección de ese país que le provocó a la Argentina, su única derrota por 2 a 1 en el Mundial de Qatar.",Deportes
Olympique de Lyon debe indemnizar a una exjugadora por no pagarle el sueldo cuando estaba embarazada,La futbolista islandesa Sara Björk Gunnarsdottir le ganó una demanda a su exclub,"La futbolista islandesa Sara Björk Gunnarsdottir le ganó una demanda a ex equipo, Olympique de Lyon, que deberá indemnizarla con 82 mil euros por recortarle el sueldo cuando estuvo embarazada. Gunnarsdottir denunció ante el Tribunal de Instancia de la FIFA que el club francés no le pagó el salario desde abril hasta noviembre último, mientras estuvo embarazada. La resolución favoreció a la islandesa ya que la normativa de la Federación Internacional sobre los derechos laborales de las mujeres por la maternidad está en vigencia desde enero de 2021.La jugadora islandesa -ex capitana de la selección de su país- llegó al Olympique de Lyon a mediados del 2020 procedente del Wolfsburgo alemán y se enteró que estaba embarazada en marzo de 2021, momento en el que los servicios médicos del club le recomendaron que dejara de jugar.Gunnarsdottir recurrió al sindicato internacional de futbolistas (Fifpro) para recibir ayuda legal en la denuncia al Olympique de Lyon, el equipo más ganador de la Champions League, y es el primer caso de una futbolista profesional que reclama por su derecho a cobrar el sueldo mientras transita un embarazo. Según la FIFA, las futbolistas cuentan con una licencia de 14 semanas de mínima (ocho luego del nacimiento) y es un derecho de la jugadora decidir desde qué momento comienza.""Nadie se ocupó realmente de mí, de hacerme un seguimiento, de ver cómo me encontraba mental y físicamente, como empleada, pero también como ser humano. Tenía derecho a percibir mi salario íntegro durante mi embarazo y hasta el inicio de mi baja por maternidad, de acuerdo con la reglamentación obligatoria de la FIFA. Son parte de mis derechos, y eso no puede discutirlo ni siquiera un club tan grande como el Lyon"", escribió la actual jugadora de la Juventus de Italia.En sus redes sociales, Gunnarsottir relató que ""cuando primero vi que no me habían depositado pensé que era un error. Después vi que el segundo mes tampoco me habían pagado y cuando pregunté me respondieron con evasivas"".""Finalmente me informaron que el club seguía las leyes francesas de licencia por enfermedad en lugar de las regulaciones de la FIFA por maternidad, por lo que no me pagaban el sueldo completo durante mi embarazo y hasta el inicio de la licencia. Fifpro me hizo ver rápidamente que no tenían derecho a hacer eso"", comentó la islandesa, que tuvo a su hijo Ragnar el 16 de noviembre de 2021.""Estoy orgullosa de haber logrado este fallo a favor, no sólo para mí sino para todas las mujeres. Todas las futbolistas tenemos derecho a ser madres sin tener que preocuparnos por nuestras carreras"", indicó la futbolista. ""Es una parte importante de la vida de las personas y los clubes tienen que tener un sistema para sostener y apoyar a las jugadoras, no abandonarlas como si no pudieran volver a jugar. Si quieren sacar lo mejor de una jugadora tienen que invertir en la persona"", concluyó Sara.",Deportes
Boca y Racing animarán la Supercopa Internacional en Emiratos Arabes ,El ganador de la Liga Profesional 2022 y el del Trofeo de Campeones jugarán a las 12.30,"Boca Juniors, campeón de la Liga Profesional 2022, y Racing Club, ganador del Trofeo de Campeones, protagonizarán este viernes la final de la primera edición de la Supercopa Internacional, a celebrarse en Emiratos Arabes Unidos. ",Deportes
River regresó de Miami y espera por el lateral Enzo Díaz,El plantel de Demichelis arranca la última etapa de la pretemporada,"El nuevo River que conduce el entrenador Martín Demichelis regresó este jueves de la pretemporada en Miami y espera sumar a su tercer refuerzo, el defensor Enzo Díaz, de cara al inicio de la competencia oficial por Copa de la Liga, Copa Libertadores y Copa Argentina.",Deportes
Copa del Rey: Barcelona y Real Madrid pasaron a cuartos de final,"Los catalanes golearon a Ceuta, el Merengue se lo dio vuelta al Villarreal","Real Madrid, que derrotó 3-2 a Villarreal, y Barcelona, que goleó 5-0 a Ceuta, completaron el cuadro de cuartos de final de la Copa del Rey de España, cuyo programa de partidos será sorteado este viernes.",Deportes
Premier League: el City lo dio vuelta con uno de Julián Alvarez  ,"Perdía con el Tottenham de ""Cuti"" Romero, pero luego se quedó con la victoria","En un partido pendiente de la fecha 7 de la Premier League, y con un gol del delantero campeón del mundo Julián Alvarez, Manchester City derrotó 4-2 como local al Tottenham y se afirmó en el segundo puesto de la tabla, a cinco unidades del puntero Arsenal. ",Deportes
Copa Italia: Juventus venció a Monza y pasó a los cuartos de final,También Atalanta y Lazio pasaron a la siguiente fase ,"Con los campeones del mundo Leandro Paredes y Angel Di María, más el juvenil Matías Soulé, Juventus le ganó 2-1 a Monza y se clasificó para los cuartos de final de la Copa Italia de fútbol, en uno de los tres partidos que cerraron este jueves los octavos de final del certamen peninsular.",Deportes
"Sudamericano Sub-20: cuándo juega Argentina, fixture completo y fechas",Organizado por la CONMEBOL ,"Este viernes 19 de enero comenzará en Colombia el Sudamericano Sub-20 masculino de fútbol, que se extenderá hasta el 12 de febrero, con el partido entre Brasil y Perú. Los dirigidos por Javier Mascherano irán en busca de la clasificación al Mundial de la categoría. ¿Cuándo y contra quién juega Argentina? Fixture completo y todo lo que tenés que saber. ",Deportes
Videos | El golazo de Messi y todos los goles del partido contra Ronaldo y Gallardo,Cristiano Ronaldo convirtió dos y Mbappé uno,"A los 3 minutos del primer tiempo, tras una gran jugada colectiva, Lionel Messi definió muy bien ante la salida del arquero para convertir el primer gol del encuentro y marcar el 1 a 0 a favor del PSG en el amistoso ante el Riyadh Season Team, dirigido por Marcelo Gallardo y capitaneado por Cristiano Ronaldo.",Deportes
Messi vs Ronaldo y Gallardo: a qué hora juegan y cómo ver PSG vs Riyadh Season Team,El exDT de River dirigirá al equipo de CR7,"Lionel Messi, Kylian Mbappé y Neymar de un lado, Cristiano Ronaldo, Pity Martínez y Marcelo Gallardo del otro. La venta del amistoso que se jugará este jueves en Arabia Saudita promete, al menos desde la previa.",Deportes
Nadal confirmó que tiene una lesión muscular,El español estará entre seis y ocho semanas ausente del circuito,"El tenista español Rafael Nadal anunció este jueves que pasará entre seis y ocho semanas inactivo para recuperarse de la lesión muscular sufrida en el Abierto de Australia, primer Grand Slam del año del que resultó eliminado en la segunda ronda.",Deportes
Argentina vs Alemania hoy por el Mundial de Handball: a qué hora es y cómo verlo en vivo,Polonia y Suecia 2023,"La Selección Argentina de Handball, popularmente conocida como Los Gladiadores, disputarán este jueves ante Alemania su primer partido en el grupo 3 de la segunda fase del Mundial de Polonia y Suecia 2023. El encuentro tendrá lugar en Spodek (Katowice) y comenzará desde las 14 (hora argentina). ¿Cómo verlo en vivo por TV y online?",Deportes
Matías Lammens y otra renuncia en un San Lorenzo en crisis,Luego de su cuestionada gestión ,"Cuestionado por la gestión deficitaria del club y señalado por parte de la oposición como uno de los principales responsables de la suspensión del acto eleccionario que debió llevarse a cabo el 17 de diciembre pasado, Matías Lammens habría presentado  en los últimos días una nota poniendo su renuncia ad referéndum de la Asamblea de Socios de San Lorenzo.",Deportes
Tite rescindió su contrato y la Selección de Brasil busca DT,"Puso fin a un ciclo de seis años y medio, con un título","Aunque no había mucho misterio al respecto, este miércoles se hizo oficial la salida de Tite como entrenador de la Selección de Brasil al rescindir su contrato con la Confederación Brasileña de Fútbol (CBF), que ya venía buscándole reemplazo.",Deportes
