titulo,subtitulo,primer_parrafo,seccion
Oportunidad laboral,Pan American Energy (PAE) lanza una nueva edición de su programa de Jóvenes Profesionales,"La empresa Pan American Energy (PAE) lanza una nueva edición de su programa de Jóvenes Profesionales, cuyo proceso de selección abarca todas las universidades públicas y privadas del país. La selección será hasta el 31 de enero y el programa cuenta con 7 líneas de carreras. ",Economía
Más exportaciones de minerales,Número récord en los últimos diez años según Minería,"Las exportaciones del sector minero acumularon un total de 3.857 millones de dólares en 2022. Es el nivel más alto desde 2012 cuando alcanzaron los 4.981 millones de dólares. Las exportaciones del litio tuvieron la mayor variación interanual en los montos, de 220 por ciento, reforzando la decisión del gobierno de eliminar el reintegro por las exportaciones del metal. Quejas de la Cámara Argentina de Empresarios Mineros.",Economía
Qué pasó en el mercado financiero y bursátil,"Acciones, bonos, dólar y reservas del Banco Central","El Banco Central finalizó la jornada con ventas por 34 millones de dólares en el mercado de cambios, mientras que en la semana tuvo un saldo negativo de 142 millones de dólares. En tanto, en el mercado informal, el denominado dólar ""blue"" cotizó con un incremento de un peso a 375 pesos por unidad, con lo que en la semana avanzó 5 pesos.",Economía
Un daño natural que es un problema de todos ,Massa se reunió con la Mesa de Enlace para analizar paliativos a la sequía,"Luego de que la Mesa de Enlace -en la previa a la reunión para analizar efectos de la sequía con el ministro de Economía, Sergio Massa-, diera a conocer un comunicado presionando con amenazas de medidas fuerza, el funcionario llegó al mitin en la sede del INTA en Castelar con un mensaje claro: va a haber ayuda, que será focalizada en los sectores más chicos y dañados, y que la responsabilidad en la asistencia al daño de cuestiones climáticas no es sólo del Gobierno Nacionalidad sino de los estados provinciales y municipales. En ese contexto, el ministro adelantó que el 1 de febrero estará ""dando respuestas"" a los planteos de estos sectores de la ruralidad. ",Economía
"Luego de los precios exorbitantes, presión a la baja y tensión en los fletes internacionales",En un contexto de desaceleración en la marcha del comercio global,"A lo largo del 2021 y 2022, el sensible aumento en los costos de los fletes internacionales fue uno de los motores de la aceleración de la inflación a nivel global, con impacto en prácticamente todas las economías del mundo. Hay nuevas señales de cara al 2023. De acuerdo a estimaciones que se apoyan en la normalización de los cuellos de botella que se vieron afectados durante la pandemia y a las proyecciones pesimistas en materia de comercio internacional, los fletes, un componente relevante del costo de elaboración de los bienes, tenderían a volver a sus cabales.",Economía
Multa más dura al que incumpla con Justos,Pagarán hasta 71 millones de pesos,"La Secretaría de Comercio estableció multas de hasta 71 millones de pesos a los incumplimientos en que pudieran incurrir los supermercados minoristas y mayoristas que venden los productos participantes del programa Precios Justos. La medida se formalizó a través de la Resolución 12. En concreto, la normativa modifica la Resolución 118 del 2022 donde se establecían los rangos de multas previstos en los convenios de colaboración entre la Secretaría de Comercio y los municipios de las diversas provincias que contribuyan en las actividades de fiscalización y control de Precios Justos.El área conducida por Matías Tombolini actualizó las multas que pueden resultar pasibles los supermercados ante eventuales incumplimientos, quedando de la siguiente manera. En el caso de ofertas de productos del programa a precios superiores de los establecidos, las multas se ubicarán entre los $4.613.960 y los $ 35.697.480, con los montos mínimo y máximo de las multas variando en función del punto de venta, otra novedad de la normativa que anteriormente no los diferenciaba.En el caso de la primera reincidencia, las multas se podrán incrementar en un 40 por ciento, mientras que si se incumple por segunda vez podrán aumentarse hasta un 100 por ciento, llegando así hasta los $71.394.840 en el caso de los mayoristas.Anteriormente, ante estos incumplimientos las multas solo podían ser de entre $500.000 y $1 millón. En el caso de que ocurra una falta de oferta en cada sucursal de las empresas de al menos el 80 por ciento de los productos previstos, sin que se encoraran ofertados sus respectivos sustitutos, las multas serán de entre $1.821.300 y $ 14.327.560.Antes de esta normativa, al igual que en el primer caso, las multas rondaban entre los $500.000 y $ 1 millòn. Si existiera una falta en la identificación de la señalética del programa de al menos el 80% de los productos incluidos en los convenios correspondientes, se aplicarán sanciones de entre $1.427.040 y $ 13.477.620. Antes las sanciones en este caso rondaban entre los $ 200.000 hasta $ 400.000, por lo que la multa máxima, en el caso de los mayoristas, tendrá un incremento de 3269,41 por ciento.Asimismo, cuando en el caso de utilizarse la señalética, se dispongan productos que no correspondan, las multas pasarán de un rango de entre $150.000 a $300.000 a ser de entre $1.335.620 y $ 10.684.960, dependiendo el punto de venta.En el caso de hallarse el ""establecimiento de alguna restricción al número de productos de venta por consumidor o grupo familiar sin que esté previamente autorizado por la Secretaría de Comercio"", las sanciones pasarán de un rango de entre $250.000 a $500.000 a ser de entre $ 2.306.980 y $ 17.727.320.",Economía
Pedido de no continuar con el manejo privado de represas hidroelécticas,"Carta del senador Oscar Parrilli a la secretaria de Energía, Flavia Royón","El senador del Frente de Todos Oscar Parrilli pidió a la Secretaría de Energía de la Nación, conducida por Flavia Royón, que no prorrogue las concesiones a las empresas hidroeléctricas que operan sobre los ríos de Río Negro, Neuquén y Chubut. De acuerdo los contratos de concesión, que en su mayoría vencen este año, a su finalización la administración debe pasar a manos del Estado Nacional. Por eso, Parrilli simplifica el argumento al decir que solamente pide “el cumplimiento del contrato”.",Economía
Massa impulsa la investigación en la CNV,Supuesto acceso a información privilegiada de la recompra de deuda,"Legisladores de Juntos por el Cambio (JxC) impulsan un pedido de informes sobre la recompra de deuda externa argentina por 1000 millones de dólares anunciada el miércoles por el ministro de Economía, Sergio Massa. Entre otras cuestiones, reclaman explicaciones respecto de la demanda record de bonos globales de corto vencimiento que se registró en la previa del discurso del funcionario, comportamiento que llamó la atención de los analistas del mercado y genera sospechas entre los opositores frente a la posibilidad de que los compradores hayan contado con “información privilegiada”.",Economía
Por qué el poder económico rechaza los controles de camioneros,La demanda también juega,"La embestida política y mediática contra la participación del sindicato de camioneros en los controles de precios es la primera demostración de su importancia. Si no fuera relevante, no habría tanto escándalo. Ampliar la intervención de la sociedad civil en la lucha contra los abusos empresarios abroquela a los poderes que se sienten amenazados. No les resulta indiferente, ni una cuestión secundaria, porque saben que la demanda también juega. Hay sobrados antecedentes nacionales e internacionales que lo demuestran.",Economía
Aumento en las prepagas: vence el plazo para pedir el descuento en la cuota,Cómo hacer la declaración para pagar menos,"Las cuotas de las empresas de medicina prepaga aumentarán mensualmente durante 2023. La suba fijada para enero el de 6,9%, en tanto que en febrero habrá un ajuste de 8,21%. Sin embargo, hay muchos que pueden pedir la aplicación de un aumento menor porque los incrementos tendrán un tope para quienes tengan ingresos netos inferiores a seis salarios mínimos, es decir $392.562 mensuales. Para acceder al descuento en los montos de las hay que completar una declaración jurada de ingresos. El plazo para hacer el trámite vence este 20 de enero. ",Economía
ANSES: los pagos de hoy viernes 20 de enero para los Jubilados,Jubilados de ANSES hoy viernes 20 de enero: quiénes cobran," El pago correspondiente se abonará en los bancos que se encuentre habilitados, y donde atienden únicamente por ventanilla y sin solicitar de turno anticipado.",Economía
"Dólar blue hoy, dólar hoy: a cuánto cerraron el viernes 20 de enero",El dólar blue sube 1 peso ,"Cotizó a $376,00 para la compra y $372,00 para la venta. El valor de la divisa extranjera en el mercado oficial fue de $181,65 y $190,65.En relación de la anterior jornada hábil, el blue continuó con tendencia alcista, ya que los valores de ese día fueron: $373,00 para la compra y $377,00 para la venta. El dólar blue cerró su cotización esta jornada un 104.79% arriba del dólar oficial. ",Economía
"Comercio exterior: prueba superada en 2022, grandes desafíos para 2023","Diálogo con Cecilia Todesca, Secretaria de Relaciones Económicas Internacionales de la Cancillería","El récord de exportaciones de bienes en 2022 da cuenta no sólo de la coyuntura favorable de los precios de los commodities agrícolas sino también de un horizonte positivo que atraviesan los principales complejos exportadores del país de cara a un mundo que puso en el centro de la escena a los alimentos, la energía y los minerales. ",Economía
La crisis mundial se hizo sentir en la balanza,En 2022 se recortó a la mitad el superavit comercial,"El superávit comercial alcanzó a 6923 millones de dólares en 2022, casi la mitad del resultado del año previo. Las exportaciones aumentaron en la comparación interanual debido al efecto precio, ya que retrocedieron levemente medidas en volúmenes. Las importaciones crecieron más que las exportaciones, empujadas por los precios y las cantidades. Las exportaciones totalizaron 88.446 millones (+13,5%) y las importaciones, 81.529 millones de dólares (+29%).",Economía
La llave del financiamiento para microemprendedores,"Página/12 dialogó con el titular del Fondo de Capital Social (Foncap), Pablo Garate","“A partir de febrero se desembolsarán más de 100 millones de pesos en microcréditos para microemprendedores, que se acompañarán con otras acciones de financiamiento para impulsar el sector en todo el país”. Esto adelantó a Página/12 el titular del Fondo de Capital Social (Foncap), Pablo Garate. Aseguró que la entidad tiene un importante desafío este año y una agenda de trabajo basada en tres pilares. Acercar el microcrédito con una lógica federal, generar capacitación en temas financieros y en tecnologías como comercio electrónico e implementar seguros inclusivos pensando en los microemprendedores.",Economía
"Plazo fijo electrónico, desde noviembre","Se podrá fraccionar, transferir y utilizar como medio de pago","El Directorio del Banco Central de la República Argentina (BCRA) aprobó la creación de un plazo fijo electrónico, cuyo objetivo es hacerlo más funcional para el titular, ya que podrá fraccionarlo para transferirlo (constituyéndose así en un nuevo medio de pago). También podrá utilizarse para ser negociado en el mercado de valores. ",Economía
"Estas son las empresas que boicotean Precios Justos, dentro del plan anti inflación presentado por Sergio Massa",Las firmas que incumplen con el programa,"De las 30 empresas más grandes que se encuentran dentro del programa Precios Justos, que congeló los precios de cerca de 2.000 productos de la canasta básica, cerca de 25 entregan menos de la mitad de la mercadería demandada. Esto quiere decir que cuando un supermercado les pide 10 productos, dan menos de 5 productos promedio, por lo cual hay algunas que entregan cero, otras al 20 o 30 por ciento. Sólo cinco firmas aportan productos del plan por encima del 50 por ciento y apenas dos están arriba del 80.",Economía
Jubilados de ANSES hoy jueves 19 de enero: quiénes cobran,ANSES Jubilados: quiénes cobran hoy jueves 19 de enero,"Los cobros de haberes del mes actual pueden extraerse en sus sucursales bancarias autorizadas cercanas a su localización, sin tener que sacar turno y mediante de las ventanillas.",Economía
"Dólar blue hoy, dólar hoy: a cuánto cerraron el jueves 19 de enero",El dólar blue baja $ ,"Respecto de la anterior jornada hábil el blue registró una tendencia a la baja: donde cotizaba a $370,00 para la compra y $374,00 para la venta.",Economía
La Anses comunicó que el Banco Piano no pedirá fe de vida a jubilados menores a 75 años,Se simplifica el cobro de las jubilaciones,El Banco Piano ya no solicitará que los jubilados de hasta 75 años cumplidos realicen el trámite de Fe de Vida. La Anses remarcó que la decisión que beneficia a más de 150.000 personas.,Economía
El consumo masivo cayó en diciembre pero creció en el año,Cómo se compara con los años de Macri ,"El consumo masivo en un año de inflación récord mostró una mejora de 1,9 por ciento, aún ante la caída de ventas de 1,1 por ciento en diciembre. Por impacto de precios, además, se vio un viraje muy fuerte de los consumidores al preferir los hipermercados y evitar la compra en el barrio, donde hay valores mucho más caros porque no hay acuerdos de precios ni controles del Gobierno. ",Economía
El boicot al plan anti inflación de Massa: cuáles son las grandes empresas que vacían las góndolas,Quieren voltear Precios Justos,"La muñeca política del ministro de Economía, Sergio Massa, se pondrá a prueba, como era de esperar, en la capacidad que muestre para lidiar con una movida delicada en la que el poder económico decidió jugarle a sus espaldas: la decisión de las 30 grandes empresas del consumo masivo de dejar la mitad de la demanda insatisfecha, vaciando las góndolas con la intención de que no se renueve el plan Precios Justos, que no sólo es un congelamiento de 2500 productos por 4 meses sino también la pauta de aumentos autorizados por el Gobierno para todo lo que no está congelado. En síntesis, un golpe directo a uno de los motores del proceso de desinflación que busca Massa y en el que se juega en enero y febrero buena parte del éxito o fracaso del año. El ministro prometió un mes de abril con un tres adelante, lo que será impracticable si Alimentos, Bebidas y canasta básica vuelven a ponerse por encima de la pauta actual. ",Economía
"Fuerte suba de bonos, caída de acciones y leve retroceso de los dólares",La reacción del mercado a la movida financiera de Economía y del Banco Central,"El Gobierno lanzó un paquete de medidas para contener las presiones cambiarias y evitar incertidumbre con el dólar blue y las cotizaciones financieras del tipo de cambio. Además de la novedad de recompra de deuda pública, en el Banco Central anunciaron una suba de la tasa de interés en pesos para las colocaciones a corto plazo de los bancos. El dólar blue, que venía de una fuerte suba de 32 pesos en las últimas semanas, registró este miércoles una baja de 1 pesos y cerró en 377 pesos. Una cotización similar a la que tiene actualmente el dólar Qatar, que usan turistas en el exterior.",Economía
"Fuerte suba de bonos, caída de acciones y leve retroceso de los dólares",La reacción del mercado a la movida financiera de Economía y del Banco Central,"El Gobierno lanzó un paquete de medidas para contener las presiones cambiarias y evitar incertidumbre con el dólar blue y las cotizaciones financieras del tipo de cambio. Además de la novedad de recompra de deuda pública, en el Banco Central anunciaron una suba de la tasa de interés en pesos para las colocaciones a corto plazo de los bancos. El dólar blue, que venía de una fuerte suba de 32 pesos en las últimas semanas, registró este miércoles una baja de 1 pesos y cerró en 377 pesos. Una cotización similar a la que tiene actualmente el dólar Qatar, que usan turistas en el exterior.",Economía
Afloja la inflación en Estados Unidos y Reino Unido,Perspectiva de flexibilización de la política monetaria dura,"Los precios mayoristas de Estados Unidos registraron una variación anual de 6,2 por ciento en diciembre, continuando una tendencia a la baja. Comparados contra el mes anteriores, registraron una baja de 0,5 puntos. Así lo informó la Oficina de Estadísticas del Departamento del Trabajo. ",Economía
Récord para el porte de cargas," 8,4 millones de toneladas transportadas en el 2022","En 2022 se superó por segundo año consecutivo las 8 millones de toneladas transportadas a través
de la carguera estatal TAC. Una cifra histórica que le permitió a Trenes Argentinos
Cargas, dependiente del Ministerio de Transporte de la Nación, seguir posicionada como la
mayor operadora ferroviaria del país con una participación del 35 por ciento del mercado.
Inversiones y diversificación de productos explican el fenómeno. ",Economía
Suben los precios mayoristas,"Aumentaron 97,6% durante el 2022 según Indec","El índice de Precios Mayoristas subió en diciembre 6,1por ciento y acumuló un alza del 94,8 por ciento durante el año pasado, en tanto que el Costo de la Construcción avanzó en el último mes del año el 5,6 por ciento y subió 97,6 por ciento durante 2022. ",Economía
"Recompra de deudas, un gesto amigable con el mercado",El gobierno cancelará anticipadamente deuda por más de u$s 1000 millones,"El ministro de Economía, Sergio Massa, jugó una carta sobre la mesa que tomó por sorpresa a muchos, pero quizás no a todos. Anunció que el gobierno dispondrá de las divisas necesarias para recomprar más de 1000 millones de dólares de la deuda externa argentina en bonos. Indicó que la medida se toma aprovechando que los títulos de la deuda (emitida en dólares, con vencimientos entre 2029 y 2046) ""cotizan en el mercado secundario a bajar paridades, generando una enorme ventana de oportunidad para nuestro país"". Dicho en términos corrientes: el gobierno podría ofrecer comprarlos a un valor muy inferior a su valor nominal, pero a la vez más elevado que el precio actual en el mercado. El lanzamiento de tal oferta, en la previsión del gobierno, debería provocar un shock de confianza en el mercado, que no sólo baje el riesgo país sino que logre además ""mejorar las posibilidades de las empresas y del Estado de acceder al mercado de capitales"". ",Economía
Nuevo fideicomiso para el aceite,Con fondos del dólar soja,"El Ministerio de Economía creó el Programa de Fomento al Sector Aceitero, el cual dispone el pago de compensaciones a las firmas para continuar sosteniendo el precio de los aceites envasados y refinados de soja, girasol y sus mezclas, así como su abastecimiento. La medida, financiada con los aportes del denominado “dólar soja”, apunta a “sostener en el mercado interno un precio razonable de los aceites envasados y refinados para los consumidores”, a través del pago de compensaciones a las firmas alimenticias. El precio de los aceites ya se encontraba subsidiado por actores privados sin ninguna erogación estatal desde fines de 2020, a través de un fideicomiso entre los distintos actores del mercado, el cual fue renovado en febrero del año pasado hasta el 31 de enero próximo. El fondo, sin embargo, quedó agotado con las entregas de aceites de diciembre pasado. A partir de esta situación, el Palacio de Hacienda crea el nuevo programa de fomento con el objetivo de subsidiar a quienes se encontraban adheridos hasta el momento al fideicomiso aceitero, con fondos del ""dólar soja"".",Economía
Mercados de abaratamiento,En La Matanza,"El intendente de La Matanza, Fernando Espinoza, recorrió el Mercado de Abaratamiento de Rafael Castillo, impulsado por el gobierno local, donde los consumidores pueden acceder a productos esenciales con precios hasta 50 por ciento más baratos que en los comercios tradicionales. “Estamos cuidando el bolsillo de las familias de La Matanza”, destacó el mandatario. “Tenemos la finalidad de mejorar la economía familiar. Por eso estos mercados son de gran ayuda, porque aseguran productos de primera calidad y de hasta un 50 por ciento menos del valor en comparación con los comercios tradicionales. Esto ocurre porque priorizamos que se establezca una relación directa entre productor y consumidor, para poder garantizar el más bajo costo”, manifestó Espinoza. En los mercados se puede encontrar una amplia variedad de frutas y verduras de estación, distintos cortes de carne, productos de panadería y alimentos secos, entre otros. Funcionan de lunes a sábados de 9 a 15 horas. El de Rafael Castillo está ubicado en Victorino de la Plaza y Nicolás Dávila; mientras que el de Gregorio de Laferrere se encuentra en la Plaza Ejército de los Andes, en Avenida Luro 5800. Además, se suman a esta iniciativa 11 ferias en diferentes puntos estratégicos del distrito. “Vamos a seguir abriendo más centros de abaratamiento, porque además también es una manera de crear nuevas fuentes de trabajo, otra prioridad de nuestra gestión”, completó Espinoza.",Economía
"CABA, abajo del colectivo",Agencia de Transporte,"El Gobierno Nacional avanza en la formalización de la Agencia Metropolitana del Transporte (AMT) para diagramar y coordinar acciones para las problemáticas comunes en el Area Metropolitana. El ministro de Transporte, Diego Giuliano (foto), su par de la provincia de Buenos Aires, Jorge D'Onofrio, y el de Hacienda y Finanzas, Pablo López, avanzaron para delinear el proyecto, sin la participación de funcionarios de la Ciudad de Buenos Aires. El gobierno nacional busca equiparar a la CABA con la provincia en cuanto al control y a las responsabilidades sobre el transporte que se realiza dentro de cada jurisdicción del AMBA, lo que genera resistencia por parte del gobierno porteño. Entre otros puntos se analizó la administración de los recursos, los datos provistos por la tecnología del sistema SUBE, coordinar trabajos entre los equipos técnicos de las tres jurisdicciones y establecer políticas de género claves en el transporte, entre otras funciones que se establecieron desde la creación de la agencia.",Economía
"Bonos, Riesgo País y dólar blue: cómo podría impactar la recompra de deuda externa",Las expectativas tras el anuncio de Sergio Massa ,"En medio de la suba del dólar blue, el ministro de Economía, Sergio Massa, anunció que el Gobierno avanzará en el proceso de recompra de deuda externa por U$S 1.000 millones. La medida llega luego de varias semanas de fuerte suba de la divisa norteamericana en el mercado paralelo, del orden de los $32. En diálogo con Página|12, varios economistas calificaron la medida como “positiva” y explicaron cómo impactará en las finanzas. En la apertura de los mercados, los bonos que cotizan en el exterior registraron fuertes subas, cercanas al 11%.",Economía
El Banco Central subió la tasas de interés de corto plazo con los bancos  ,Tras el anuncio de Massa de la recompra de deuda externa,"El Banco Central de la República Argentina (BCRA) anunció que desde este miércoles decidió incrementar en 200 puntos básicos la tasa para las operaciones de pases, que utilizan los bancos para su financiamiento.",Economía
Sergio Massa anunció la recompra de mil millones de dólares de deuda externa,Señal para los mercados,"El ministro de Economía, Sergio Massa, anunció la decisión del Gobierno de comenzar un proceso de recompra de deuda externa argentina, en principio por mil millones de dólares. La medida busca dar una señal de confianza a los mercados, tras varias jornadas de suba del dólar paralelo, y despejar el horizonte a largo plazo del endeudamiento.",Economía
Los pagos según la ANSES para jubilados de hoy miércoles 18 de enero ,Los pagos para los Jubilados hoy miércoles 18 de enero según ANSES,"Los cobros de este mes pueden sacarse en sus sucursales bancarias correspondientes correspondientes, sin el deber de sacar turno y por medio de las ventanillas.",Economía
"Dólar blue hoy, dólar hoy: a cuánto cerraron el miércoles 18 de enero",El dólar blue baja $ ,"El dólar blue cerró su cotización a $373,00 para la compra y $377,00 para la venta, mientras que la oficial $180,98 y $189,98, respectivamente, lo que llevó la brecha entre el oficial y el dólar blue a 106.10%.",Economía
Resarcimiento por cortes,Edesur deberá compensar a usuarios por cortes de energía,"El Ente Nacional Regulador de la Electricidad (ENRE) ordenó a Edesur resarcir a sus usuarios por diversos cortes de suministro entre el 1 y el 20 de diciembre. Para las interrupciones de entre 10 y 24 horas, el monto será de 1451 pesos, mientras que para las de 24 a 48 horas, ascenderá a 2418. En tanto, los cortes superiores a 48 horas implicarán un resarcimiento de 3385 pesos.",Economía
"Las denuncias, el humo y las irregularidades",Los embates contra los controles de precios protegen a empresas que incumplen,"La pirotecnia y denuncias de la oposición a los controles de precios han actuado como una cortina de humo al problema de fondo: hay irregularidades importantes, por parte de los fabricantes de productos de canasta de básica, en el cumplimiento del abastecimiento a Precios Justos, el acuerdo de congelamiento por 4 meses que cerró el ministro de Economía, Sergio Massa, con las empresas del sector alimentos, limpieza e higiene personal. Algunas diferencias son operativas y otras más vinculadas a lo que en el Gobierno entienden como especulación para gambetear los controles de precios. ",Economía
Nubarrones para la economía en 2023,"Los líderes globales se reúnen en el Foro de Davos, Suiza","El FMI estimó que en 2023 el crecimiento de la economía global ""tocará fondo"", para luego mejorar en 2024. ""Nuestra proyección es que bajaremos medio punto porcentual con respecto a 2022. Sin embargo, la buena noticia es que esperamos que el crecimiento toque fondo este año y que 2024 sea un año en el que finalmente veamos la economía mundial al alza"", dijo la directora gerente del organismo, Kristalina Georgieva, desde la ciudad suiza de Davos, en donde tiene lugar el Foro Económico Mundial.",Economía
Más información y mejora en los servicios,Cómo cambió el servicio de la Hidrovía bajo gestión estatal,"La Administración General de Puertos (AGP), empresa estatal que gestiona desde septiembre de 2021 la vía navegable fluvial Paraná- Paraguay - canal por el que entran y salen la mayor parte de mercaderías que produce y consume el país- realizó un balance positivo de su gestión. En una publicación, se diferenció de la gestión anterior privada remarcando la capacidad que tiene el Estado de tener información del balances de ingresos y gastos mensuales para tomar decisiones de política, y por la reinversión de utilidades. La publicación marca la cancha en medio del camino errático que viene tomando la concesión definitiva. ",Economía
La canasta de pobreza subió 100 por ciento en el año,El cuadro social,"La canasta básica que define la línea de pobreza se ubicó en diciembre en 152.515 pesos para un grupo familiar compuesto por dos adultos y dos menores. Esto representa un incremento mensual del 4,5 por ciento, algo por debajo de la inflación del período. En la comparación interanual, el aumento de los bienes y servicios básicos fue del 100,3 por ciento, varios puntos por encima de la variación de precios promedio de la economía, que fue del 94,8 por ciento de acuerdo a las cifras oficiales.",Economía
Desarrollo de la Hidrovía más allá de Santa Fe,Lo afirmó el ministro de Transporte Diego Giuliano,"El gobierno nacional está proyectando el desarrollo de la Hidrovía Paraná-Paraguay más allá de Santa Fe para potenciar el transporte fluvial y al crecimiento de la Marina Mercante. Así lo aseguró el ministro de Transporte, Diego Giuliano, que agregó: ""Hoy estamos en un proceso de federalización y democratización de la Vía Navegable Troncal” . ",Economía
¿Por qué sube el dólar blue? ,"Desde apuestas especulativas del mercado, pasando por el juego de la oposición política-mediática hasta el movimiento del turismo","El dólar blue volvió a subir este martes 8 pesos y alcanzó un nuevo pico de 378 pesos. La suba del dólar ilegal acumula 32 pesos durante las primeras semanas de enero y tiene distintas explicaciones. Desde la presión de sectores del complejo agropecuario para recibir una nueva edición del dólar soja hasta una mayor demanda de turistas que salen al exterior. Además existe un juego político evidente: la inestabilidad en el mercado cambiario es alentada por la oposición política-mediática, que en forma abierta combate la estrategia de control de precios. Se sabe que algunos sectores productivos y comerciales remarcan por las dudas cuando sube la cotización del dólar marginal.",Economía
Aerolíneas crece y no cuesta tanto,Redujo en casi un 50% su demanda de recursos del Tesoro,"Durante el año pasado, Aerolíneas Argentinas requirió sólo el 65 por ciento de la partida asignada en el Presupuesto nacional de 2022. En cifras, utilizó 47 mil millones de pesos sobre un total de 72 mil millones previstos por el Estado, generando un ahorro, en consecuencia, de 25 mil millones de pesos. ",Economía
"Dólar blue hoy, dólar hoy: a cuánto cerraron el martes 17 de enero",El dólar blue ,"Respecto del anterior día hábil el blue registró una tendencia alcista: donde cotizaba a $374,00 para la compra y $378,00 para la venta.",Economía
Jubilados: quienes cobran hoy martes 17 de enero en ANSES,Jubilados: quienes cobran hoy martes 17 de enero en ANSES," La prestación que le corresponde a cada uno se pagará en las sucursales disponibles, y donde atienden por ventanilla y sin solicitar de turno con anterioridad.",Economía
"Las mujeres, ¿facturan?",Opinión, ,Economía
Qué dice la rosca empresaria y política de verano en Punta del Este,"El enigma del PRO, el lugar de Massa y la elección bonaerense","Por primera vez después de la pandemia de COVID 19, volvió a desplegarse una fuerte actividad de rosca política y empresaria en la costa uruguaya. Sitio predilecto de magnates y ceos nacionales con residencia fiscal en el país vecino, la región de Maldonado, Punta del Este y aledaños se transformó en un sitio de apuestas y análisis de un año electoral con futuro incierto. La primera certeza, según contaron a Página/12 diferentes dirigentes empresarios que recorrieron playas y encuentros, es que “no hay un candidato nítido” de Juntos por el Cambio, y que ese dato, sumado al proceso de estabilización política y económica interna que intenta el Frente de Todos con el aval al ministro de Economía, Sergio Massa, deja el escenario abierto, aún a 10 meses de la finalización de un gobierno que en tres cuartas partes de su gestión tuvo serios problemas operativos. El otro dato fuerte, es que los ceos argentinos en el Este casi que confirman que Mauricio Macri está más cerca de ser candidato que de no serlo. ",Economía
"Litio, un negocio más que rentable que no necesita incentivo",El Estado eliminó el reintegro por las exportaciones del metal,"El crecimiento del precio del litio a nivel internacional y de la rentabilidad de los proyectos permitió que el Ministerio de Economía deje sin efecto el reintegro a la exportación de litio y derivados que rige desde 1998 gracias a una disposición para incentivar la actividad. Por esta decisión el Estado se ahorrará, por lo menos, 17,5 millones de dólares anuales que le pagaban a las únicas dos empresas litíferas operativas en el país, Livent en Catamarca y Sales de Jujuy en Jujuy, por exportar uno de los minerales más demandados del mundo. ",Economía
"El cumplimiento de Precios Justos, bajo la lupa","La inflación modelo ""2023""","La polémica alrededor de la colaboración de sindicatos y organizaciones en el control de Precios Justos levantó el perfil alrededor del grado de cumplimiento que viene mostrando el acuerdo. Para los grandes supermercados, los problemas de abastecimiento se explican por la falta de entrega de mercadería de parte de los proveedores, mientras que éstos últimos aseguran que los eventuales quiebres de stocks se pueden deber a carencias de insumos a raíz de la política de control de importaciones.",Economía
Aumento de los combustibles,Ya rige la suba del 4% en las cuatro redes principales ,"La petrolera YPF incrementó este lunes el precio de sus combustibles en un 4 por ciento, tal como habían acordado las empresas refinadoras de crudo con el Gobierno nacional, y se suma a lo implementado este domingo por Raízen Argentina, licenciataria de la marca Shell. Además de YPF, los aumentos también fueron aplicados por las empresas Axion y Puma.",Economía
Desigualdad creciente y tributación regresiva,Oxfam reclama un impuesto a los ricos que en América latina recaudaría u$s 50 mil millones,"Casi dos terceras partes de la nueva riqueza generada desde 2020 a nivel global es acaparado sólo por el 1 por ciento de la población, según cifras que surgen del último informe de Oxfam. A su vez, el bienestar de ese 1 por ciento se ha intensificado frente a lo que pasaba en la última década cuando capturaban alrededor del 50 por ciento de la nueva riqueza. América Latina no está exenta de ese boom de los ultra ricos. En 2020 surgieron en la región treinta nuevos milmillonarios que acumulan una riqueza mayor que el PBI de Uruguay, afirma en su trabajo la reconocida ONG.",Economía
Las 5 medidas tributarias que toda América latina debe adoptar,Recomendaciones de Oxfam,"Si bien Oxfam no se especializa en cuestiones tributarias, como otras ONG como TJN, desde su fundación en 1995 promueven acciones concretas de política y ejercitan labores de ayuda humanitaria. Concretamente en su último informe, “La ley del más rico”, proponen una serie de medidas de política para la región latinoamericana encaminadas a gravar la riqueza extrema con el objetivo de reducir las desigualdades sociales. Allí sostienen que:",Economía
¿Qué va a pasar con el precio de la carne?,Temas de debate. En 2022 el precio se mantuvo detrás de la inflación y el consumo siguió bajo,Producción: Mara Pedrazzoli,Economía
La bolsa porteña sigue la fiesta,"El viernes trepó 3,41 por ciento y en dos semanas subió 20 por ciento","Las acciones de la bolsa porteña fueron una de las mejores inversiones del año pasado y en los primeros días de enero continúan reafirmando la tendencia. La bolsa porteña subió el viernes pasado 3,41 por ciento, mientras que en la semana acumuló un incremento del 11 por ciento y en las primeras dos semanas del mes lleva ganado un 20 por ciento.",Economía
Precios Justos: intensifican los controles por faltantes,"Se realizaron inspecciones en Carrefour, Coto y Cencosud","La Secretaría de Comercio intensificó sus controles en los centros de distribución de las principales cadenas de supermercados ante la detección de faltantes de productos pertenecientes al programa Precios Justos. A su vez, se informó que trabajadores de logística del gremio de camioneros comenzaron a colaborar con los controles.",Economía
