titulo,subtitulo,primer_parrafo,seccion
Descubren cómo se protege a las células del envejecimiento prematuro,El estudio permitiría una mejor comprensión del desarrollo del cáncer,"Un nuevo estudio realizado por investigadores de la Escuela Politécnica Federal de Lausana (EPFL), en Suiza, comprobó cómo especies de ARN llamadas TERRA se ubican en la punta de los cromosomas, donde ayudan a prevenir el acortamiento de los telómeros y el envejecimiento celular prematuro. La investigación fue publicada en la revista Nature.Las moléculas que se acumulan en la punta de los cromosomas juegan un papel clave en la prevención de daños en el AND. Ahora, los investigadores de la EPFL descubrieron cómo estas moléculas se ubican en secciones específicas de los cromosomas. El hallazgo podría ayudar a comprender mejor los procesos que regulan la supervivencia celular en el envejecimiento y el cáncer.Al igual que el cierre que se les pone a  los cordones de zapato tienen en su extreño para evitar que se deshilachen, los tramos de AND llamados telómeros forman tapas protectoras en los extremos de los cromosomas. Pero a medida que las células se dividen, los telómeros se acortan, lo que hace que la capa protectora sea menos eficaz. Una vez que los telómeros se acortan demasiado, la célula deja de dividirse. El acortamiento y el mal funcionamiento de los telómeros se han relacionado con el envejecimiento celular y las enfermedades relacionadas con la edad, incluido el cáncer.Los científicos verificaron que las especies de ARN llamadas TERRA ayudan a regular la longitud y función de los telómeros. Descubierto en 2007 por el científico Claus Azzalin, del equipo del profesor de EPFL Joachim Lingner, TERRA pertenece a una clase de moléculas llamadas ARN no codificantes, que no se traducen en proteínas sino que funcionan como componentes estructurales de los cromosomas. TERRA se acumula en los extremos de los cromosomas, lo que indica que los telómeros deben alargarse o repararse.Sin embargo, no estaba claro cómo TERRA llega a la punta de los cromosomas y permanece allí. ""El telómero constituye sólo una pequeña parte del AND cromosómico total, por lo que la pregunta es ¿cómo encuentra este ARN su hogar?"", señala Lingner. Para abordar esta cuestión, la investigadora Marianna Feretzaki y otros colegas de la EPFL se propusieron analizar junto a Lumir Krejci, de la Universidad de Masaryk, en la República Checa, el mecanismo a través del cual TERRA se acumula en los telómeros, así como las proteínas involucradas en este proceso.Al visualizar las moléculas de TERRA bajo un microscopio, los investigadores encontraron que un tramo corto del ARN es crucial para llevarlo a los telómeros. Otros experimentos demostraron que una vez que TERRA llega a la punta de los cromosomas, varias proteínas regulan su asociación con los telómeros. Entre estas proteínas, una llamada RAD51 juega un papel particularmente importante, explica Lingner.RAD51 es una enzima conocida que participa en la reparación de moléculas de AND rotas. La proteína también parece ayudar a que TERRA se adhiera al AND telomérico para formar la denominada ""molécula híbrida ARN-ADN"". Los científicos pensaron que este tipo de reacción, que conduce a la formación de una estructura de ácido nucleico de tres cadenas, ocurre principalmente durante la reparación del AND. El estudio muestra que también puede ocurrir en los extremos de los cromosomas cuando TERRA se une a los telómeros. ""Esto es un cambio de paradigma"", asegura Lingner.Los investigadores también encontraron que los telómeros cortos reclutan TERRA de manera mucho más eficiente que los telómeros largos. Aunque el mecanismo detrás de este fenómeno no está claro, los investigadores plantean la hipótesis de que cuando los telómeros se acortan demasiado, ya sea debido al daño del AND o porque la célula se ha dividido demasiadas veces, reclutan moléculas TERRA.Este reclutamiento está mediado por RAD51, que también promueve el alargamiento y reparación de los telómeros. ""TERRA y RAD51 ayudan a prevenir la pérdida accidental o el acortamiento de los telómeros --explica Lingner--. Esa es una función importante"".Dado el papel de los telómeros en la salud y la enfermedad, será importante ver cómo el mecanismo recién descubierto, que se dedujo de las observaciones en células vivas y se reprodujo en tubos de ensayo, se regula en un entorno celular muy complejo, dice Lingner. ""Presentamos un modelo, que está respaldado por los datos que tenemos, pero a menudo en la ciencia resulta que el modelo debe modificarse --explica--. Ciertamente puede haber sorpresas adicionales"".A continuación, su equipo planea abordar otras preguntas clave, incluido si RAD51 media en la asociación de otros ARN no codificantes con cromosomas. Los investigadores también pretenden caracterizar mejor la maquinaria que media la asociación de TERRA con los cromosomas y determinar las funciones que esta asociación permite. ""Hay muchas preguntas que permanecen abiertas"", reconoce Lingner.",Ciencia
"Qué es el síndrome de Kessler, la nueva amenaza para el planeta",Alerta por la colisión de chatarra espacial,"En plena pandemia del coronavirus, el mundo tiene, ahora, otra alerta por la cual debe ocuparse. Es que los científicos alarman sobre una posible colisión en cadena -denominada Síndrome de Kessler- de distintos desechos espaciales podría provocar la destrucción de todos los satélites artificiales que orbitan alrededor de la tierra.",Ciencia
Determinan cómo cazaba el tigre con dientes de sable,A partir del mapeo de su genoma,"El extinto tigre con dientes de sable tenía adaptaciones genéticas para huesos fuertes y sistemas cardiovascular y respiratorio, lo que significa que eran muy adecuados para carreras de resistencia. ""Basándonos en esto, creemos que cazaban en manada hasta que su presa llegaba al agotamiento con un estilo de caza basado en la resistencia durante las horas de luz del día"", explicó Michael Westbury, líder de un equipo de investigación de la Universidad de Copenhague que completó el mapeo del genoma de estos felinos.",Ciencia
Lograron medir el período de tiempo más corto que se ha medido hasta la fecha,Físicos atómicos de la Universidad de Frankfurt marcaron un nuevo record,Físicos atómicos de la Universidad de Frankfurt lograron medir el período de tiempo más corto que se ha medido hasta la fecha al tomar el tiempo que tarda un fotón en cruzar una molécula de hidrógeno: aproximadamente 247 zeptosegundos o miltrillonésimas de un segundo para la longitud promedio de enlace de la molécula. ,Ciencia
"Descubrieron dos nuevos exoplanetas ""vecinos"" del sistema solar",Hallazgo del Observatorio Astronómico Nacional de México,Dos nuevos exoplanetas fueron descubiertos con el telescopio del Observatorio Astronómico Nacional (OAN) de México. El hallazgo fue anunciado por la Universidad Nacional Autónoma de México (UNAM).,Ciencia
La NASA diseña un vehículo de exploración capaz de moverse en desniveles,Fue pensado para poder descender por los cráteres y acantilados casi verticales de la Luna y Marte,"La NASA diseñó un rover, un nuevo vehículo explorador de otros planetas, capaz de descender por los costados de los cráteres y acantilados casi verticales en la Luna y Marte y otros planetas.",Ciencia
Misión Artemisa: siete países firmaron acuerdos con la NASA para planear la exploración a la Luna,Autorizaron la creación de “zonas de seguridad”,"La NASA anunció este martes que siete países firmaron los “acuerdos de Artemisa”, un texto que busca enmarcar legalmente la nueva era de exploración de la Luna y otros astros y autorizar la creación de “zonas de seguridad”, aunque las grandes potencias espaciales rivales no se encuentran entre ellos.",Ciencia
Crean una máscara digital que reproduce sentimientos a través de un animé,Fue diseñada por estudiantes japoneses para mejorar la comunicación en tiempos de pandemia,"El Laboratorio Hirata Takegawa de la Future University Hakodate, en Japón, desarrolló una máscara digital con una pantalla que permite que los usuarios expresen emociones a través de un avatar de animé.",Ciencia
El impresionante video que muestra cómo un agujero negro supermasivo absorbe una estrella cercana,Durante el evento se libera una brillante llamarada de energía ,Un equipo de astrónomos detectó recientemente una rara explosión de luz proveniente de una estrella desgarrada por un agujero negro supermasivo gracias a la utilización de telescopios del Observatorio Europeo Austral (ESO) y de otras organizaciones de todo el mundo.,Ciencia
Encuentran el límite máximo de la velocidad del sonido,Hallazgo de la universidades inglesas de Cambridge y Queen Mary ,"Una investigación conjunta entre las universidades inglesas de Cambridge y Queen Mary con el Instituto de Física de Alta Presión, en Rusia, revelaron cuál es la velocidad del sonido más rápida posible.",Ciencia
Lluvia de estrellas oriónidas y dracónidas: cuándo y cómo ver los dos eventos astronómicos de octubre,La NASA los califica como uno de los fenómenos más bellos,"Octubre es conocido por sus lunas grandes y hermosas. Además, este año 2020 se vivirá un evento muy especial porque Marte estará muy cerca de la Tierra. Se destacan además este mes dos fenómenos astronómicos imperdibles para los amantes del espacio: la lluvia de oriónidas y la lluvia de estrellas dracónidas.",Ciencia
Spacex: los astronautas de la NASA cultivarán verduras en el espacio,Realizarán también estudios para el tratamiento de la leucemia,"En el marco de la primera misión de rotación de astronautas de SpaceX y la NASA, los expertos explicaron que aprovecharan además el viaje para llevar adelante en órbita ""trabajos científicos y de mantenimiento"" en gravedad 0, relacionados con la botánica, el cáncer o la tecnología.",Ciencia
"Coronavirus: revelan que hay un ""bajo riesgo de contagio"" por el contacto con superficies infectadas",Un estudio italiano publicado en la revista The Lancet,"Un estudio publicado este martes en la revista científica The Lancet, reveló que es bajo el riesgo de transmisión de coronavirus por el contacto de la piel humana con superficies infectadas.",Ciencia
Ofreció su brazo para investigar cómo se transmite el dengue,"A través de la inoculación de una bacteria en los mosquitos, se inhibe la transmisión ","Un científico de la Universidad de Melbourne, Perran Ross, permitió que cientos de mosquitos infectados con una bacteria llamada Wolbachia le picaran su brazo como parte de una investigación para combatir al dengue, cuyos resultados publicó el domingo pasado la revista sciencealert.com/wolbachia-mosquitoes-could-be-the-world-s-solution-to-dengue-fever"">science alert.",Ciencia
Científicos hallaron tres lagos de agua salada bajo el polo sur de Marte,A raíz de un análisis exhaustivo de imágenes captadas por el radar Marsis,"El radar Marsis, instalado en el orbitador Mars Express de la Agencia Espacial Europea y manejado desde la Universidad de Roma III, confirmó la existencia de un complejo sistema de lagos bajo los hielos del polo sur del planeta rojo. Un equipo internacional de científicos publicó el estudio este lunes en la revista ""Nature Astronomy"".Los investigadores italianos creen que las zonas húmedas que detectaron en esa región marciana corresponden a masas que permanecen en estado líquido, a pesar de las bajas temperaturas, gracias a una alta concentración de sales de perclorato.",Ciencia
"Incendios ""zombies"" resistentes al frío afectan al Ártico",Un fuego que arde sin llama y emite más gases de efecto invernadero,"Científico advierten en un estudio publicado en Nature Geoscience que los ""incendios zombies"" y la quema de vegetación resistente al fuego son características nuevas de los incendios del Ártico que traen fuertes consecuencias para el clima global. Los incendios forestales del Ártico de 2020 tuvieron un alcance sin precedentes.",Ciencia
"Qué es el 2020 SO, el objeto que orbitará durante nueve meses en la Tierra","Los expertos debaten si se trata de una ""segunda"" Luna o un fragmento de un cohete espacial","Cada tanto, la masa de la Tierra atrae a pequeños objetos que pasan una temporada orbitándolo antes de seguir su camino en el espacio. En esta ocasión, los astrónomos descubrieron la presencia de un visitante inesperado que, según sus cálculos, quedará atrapado debido a la atracción gravitatoria de nuestro planeta a partir de octubre y se mantendría hasta mayo de 2021.",Ciencia
Coronavirus: en Inglaterra infectarán a voluntarios para evaluar las vacunas,"Ya se anotaron 2.000 personas a este ""desafío humano""","El Reino Unido será la sede de los primeros ensayos clínicos en los que los voluntarios se infectarán deliberadamente con el coronavirus para evaluar la efectividad de las vacunas contra la covid-19, según informó el diario Financial Times.",Ciencia
Un estudio demostró la respuesta antiviral de la ivermectina en pacientes con coronavirus  ,El proyecto cuenta con la aprobación de la Anmat,"Un ensayo clínico local demostró la respuesta antiviral de la ivermectina, un medicamento habitualmente utilizado como antiparasitario en pacientes con covid-19. Así lo informó el Ministerio de Ciencia, quien agregó que la droga fue utilizada durante distintas etapas tempranas de la infección.",Ciencia
Un estudio de la NASA comprobó que la Luna se originó por el choque de dos planetas,A partir del análisis de rocas recolectadas de las misiones Apolo,Una investigación realizada por científicos de la NASA confirmó la teoría de que la Luna fue creada después que otro planeta chocara contra la Tierra hace 4.533 millones de años.,Ciencia
La NASA confirmó que ya comenzó el nuevo ciclo solar,Determinará cambios en la meteorología espacial,"El ciclo solar 25, una nueva fase en la polaridad del Sol que determinará cambios en la meteorología espacial y durará los próximos once años, ya comenzó, informó este martes la NASA.",Ciencia
Descubrieron un oso de las cavernas de la Edad de Hielo perfectamente conservado,Tiene todos los órganos internos en su lugar y también la nariz,"Científicos rusos anunciaron el hallazgo de un cadaver intacto del prehistórico oso de las cavernas, el primero de su tipo por su perfecto estado de conservación gracias al frío ártico. Los restos del espécimen, un cachorro de acuerdo a los primeros estudios, fueron encontrados en la región siberiana de Yakutia. Ahora los expertos esperan obtener su ADN para recabar más información sobre el curioso animal, extinto hace más de 10 mil años. ",Ciencia
Investigadores argentinos lograron clonar embriones de una cebra  ,La técnica podría ser aplicados en otras especies en peligro de extinción,"Investigadores argentinos liderados por la Facultad de Agronomía de la UBA (FAUBA) consiguieron clonar in vitro los embriones de una cebra. Este avance, según informaron desde la Universidad, permitiría acelerar el desarrollo de tecnologías aplicables en programas de conservación de animales salvajes en peligro de extinción.",Ciencia
El gigantesco cráter de 50 metros de profundidad que apareció en Siberia,Podría estar relacionado con el cambio climático,"Un equipo de televisión ruso que volaba sobre la tundra ártica siberiana descubrió un nuevo cráter de 50 metros de profundidad y 20 metros de ancho cerca de los otros 17 que fueron registrados hasta el momento en la región. Los científicos creen que su formación podría estar relacionada con el cambio climático, aunque entre los locales se barajaron todo tipo de hipótesis sobre su existencia.",Ciencia
"La NASA compartió nuevas imágenes de galaxias, estrellas y supernovas",Se trata de una reconstrucción inédita sobre distintos objetos astronómicos,"Bajo el título ""Chandra de la NASA abre el tesoro de las delicias cósmicas"", la agencia espacial compartió distintas postales impactantes del universo, donde se observa una selección de imágenes reconstruidas por distintos telescopios y misiones que muestran varios tipos de objetos como galaxias, restos de supernovas, estrellas y nebulosas planetarias.",Ciencia
"Descubrieron cuál era el verdadero tamaño del legendario megalodón, el tiburón gigante de la prehistoria","Fue uno de los mayores depredadores vertebrados y se extinguió hace 2,6 millones de años","Un estudio realizado por la Universidad de Bristol, en Reino Unido, reveló qué tamaño pudo adquirir el megalodón, una especie de tiburón prehistórico extinto hace millones de años. Hasta el momento, la comunidad científica sólo pudo realizar cálculos estimativos acerca de sus reales dimensiones.",Ciencia
Descubren ejemplares salvajes de perros cantores que se creían extintos,Se separaron del resto de los perros modernos mucho antes de que se definieran las razas,"La última vez que un perro cantor de Nueva Guinea fue visto en estado salvaje fue en la década de 1970. Durante todos estos años, los nativos han informado de numerosos avistamientos, pero nada comprobado científicamente.",Ciencia
Cambio climático: se derrite el hielo en Groenlandia y la Antártida y crece el peligro de inundaciones en varios lugares del planeta,Expertos anticipan un gran aumento del nivel del mar ,"El Grupo Intergubernamental de Expertos sobre el Cambio Climático advirtió que las capas de hielo de Groenlandia y la Antártida se derriten a un ritmo tal que el nivel global del mar aumentó 1,8 centímetros en los últimos 30 años, desde la década de 1990 hasta ahora. Los pronósticos a futuro son aún peores: si continúa este nivel de deshielo podría elevarse otros 17 centímetros para finales de siglo, exponiendo a 16 millones de personas a inundaciones costeras anuales. ",Ciencia
"Salvarezza anunció que se retomará el ARSAT-3, ""un proyecto abandonado por Macri""",Tras el lanzamiento del satélite Saocom 1B,"El ministro de Ciencia y Tecnología, Roberto Salvarezza, anunció que luego de la puesta en órbita del Saocomb 1B, el gobierno nacional relanzó la construcción del satélite del ARSAT 3, el proyecto “abandonado por (Mauricio) Macri” y que, como tal, se había convertido en “símbolo del proyecto neoliberal respecto del retraso” y desfinanciamiento de la investigación científica en esos cuatro años.",Ciencia
"SkyDrive, el sorprendente auto volador japonés que despegó con éxito",Puede elevarse entre 5 y 10 minutos ,"La compañía japonesa SkyDrive informó este viernes que logró completar una primera prueba de vuelo del vehículo modelo SD-03 de tipo eVTOL (aeronaves eléctricas de despegue y aterrizaje verticales), que podría ser utilizado como una forma de traslado personal rápida entre puntos cercanos.",Ciencia
Recuperan embriones de un dinosaurio hallado en Neuquén,"Los restos, sustraídos de manera ilegal en 1999, se iban a subastar en Nueva York","Luego de años de reclamos, el Gobierno de Neuquén informó, este jueves, que se recuperaron restos embrionarios de un dinosaurio saurópodo -con una antigüedad de 80 millones de años- que habían sido hallados en el yacimiento de Auca Mahuevo, a ciento veinte kilómetros de la capital provincial.",Ciencia
El tiburón más viejo del mundo vive en Groenlandia y tendría más de 500 años,Cuál es la esperanza de vida promedio de la especie,"Se cree que el tiburón de Groenlandia habría nacido en 1505. Un estudio publicado en la revista National Geographic, sostiene que es el vertebrado más longevo de la Tierra.",Ciencia
Vuelven a reprogramar el lanzamiento del satélite argentino Saocom 1B,La nueva fecha será comunicada a la brevedad,"La Comisión Nacional de Actividades Espaciales (Conae) informó hoy una nueva reprogramación del lanzamiento del satélite SAOCOM 1B, que estaba previsto para mañana, por un contratiempo relacionado con el cronograma de despegues del centro espacial de Cabo Cañaveral y no con el estado del objeto ni con el equipo a cargo de la misión. La nueva fecha aún no fue fijada. ",Ciencia
Una bacteria terrestre sobrevivió tres años en el espacio,"A pesar del ambiente extremo, con una fuerte exposición a rayos ultravioletas y amplios rangos de temperatura","Una bacteria sobrevivió tres años en el espacio durante un estudio realizado a bordo de la Estación Espacial Internacional (ISS, por sus siglas en inglés), lo que sugiere que formas de vida simples podrían viajar de un planeta a otro, indicaron el miércoles científicos japoneses.",Ciencia
Científicos buscan clonar al rinoceronte de Sumatra,En Malasia el último ejemplar de la especie murió el año pasado,"Científicos en Malasia quieren clonar al rinoceronte de Sumatra. El último ejemplar de este mamífero que había en el país murió el año pasado, pero un grupo de investigadores malasios está buscando revivir a la especie mediante una técnica de clonación con células madre en un proyecto pionero.",Ciencia
El increíble hallazgo en el estómago de un cachorro congelado hace 14 mil años,Tenía el trozo de un rinoceronte lanudo sin digerir,"Científicos suecos que estaban estudiando el cadaver de un cachorro de la Edad de Hielo, conservado en perfectas condiciones a pesar del paso del tiempo, descubrieron  lo que podría ser uno de los últimos rinocerontes lanudos dentro de su estómago. Investigadores rusos habían encontrado el cuerpo del canino, que podría ser un perro o un lobo, y desde entonces habían realizado una serie de análisis, pero lo que no sabían era que la última cena del animal era en sí mismo un descubrimiento científico. ",Ciencia
Reapareció la Musaraña elefante de Somalia,Era de las 25 especies más buscadas del mundo ,"Casi medio siglo después de que se diera por perdido, un grupo de científicos anunció el martes la presencia de la musaraña elefante de Somalia, un pequeño mamífero de nariz con forma de trompa, en el Cuerno de África, República de Yibuti. Después de que entre 1891 y 1973 se hallaran varias decenas de ejemplares, no se había detectado ni rastro de esta especie en África.",Ciencia
A la Organización Panamericana de la Salud le preocupa la desatención de otras enfermedades durante la pandemia ,La directora regional alertó sobre la suspensión de controles y tratamientos médicos,"La Organización Panamericana de la Salud (OPS) manifestó su preocupación por el incremento de enfermedades que no se están atendiendo debido a que los sistemas de salud están al borde del colapso por la pandemia de coronavirus.  En este sentido la directora regional, Carissa Etienne, señaló que la OPS tiene datos que indican que el 30% de las personas que viven con el VIH, ""están evitando buscar atención durante la pandemia” y añadió que ""muchos países tienen un suministro limitado de antirretrovirales"".",Ciencia
"Hallan en Birmania un fósil de una ""hormiga del infierno""",En qué se diferencia de las hormigas modernas,"Investigadores del Instituto de Tecnología de Nueva Jersey (NJIT), la Academia de Ciencias de China y la Universidad de Rennes en Francia publicaron sus hallazgos la semana pasada en la revista Current Biology
, y la noticia fue difundida por el diario The Sun
.",Ciencia
Investigadores del Conicet lograron reconstruir la evolución de los dinosaurios hasta los cocodrilos,Mediante el análisis de los restos fósiles de un tobillo,"Investigadores del Conicet lograron reconstruir, a partir de los restos fósiles de un tobillo, la evolución de los arcosauromorfos, un grupo primitivo de reptiles surgido hace 260 millones de años, hasta los cocodrilos y aves actuales, pasando por los dinosaurios, informó hoy el organismo.Para ello, los científicos analizaron datos paleontológicos y estudios en embriones de caimanes para seguir la transformación de los huesos del tobillo de los arcosauromorfos hasta los cocodrilos y aves, tal como los conocemos hoy.Las conclusiones de ese estudio fueron publicadas recientemente en la revista científica Scientific Reports.",Ciencia
El regreso a la Tierra de los astronautas del SpaceX,Volvieron los protagonistas del primer viaje a la órbita en un vehículo de propiedad privada,"Los astronautas de la NASA Robert Behnken y Douglas Hurley abandonaron la Estación Espacial Internacional (EEI) a bordo de la cápsula Dragon Endeavour SpaceX este sábado y, llegaron este domingo a la Tierra tras cumplir con una histórica misión iniciada el 30 de mayo.",Ciencia
Cuál es el mejor lugar del mundo para observar las estrellas  ,"Según los astrónomos, está en una meseta en la Antártida","Según una nueva investigación publicada esta semana en Nature, la mejor ubicación para hacer observaciones astronómicas se encuentra en el Domo A, el punto más elevado de la meseta antártica. Sin embargo, advierten los investigadores, los científicos que quieran establecer un campamento en este lugar deberán enfrentar un gran desafío: no solo tendrán que viajar 1.200 kilómetros hacia el interior del continente antártico, sino que deberán lidiar con las temperaturas de unos de los lugares más fríos de la Tierra, que llegan hasta los 90 grados Celsius, como ocurre durante las noches en Marte.",Ciencia
Científicos argentinos crearon un horno para descontaminar y reutilizar los barbijos,Permite sanitizar más de cien tapabocas por hora,"Un grupo de profesionales del Instituto Andino Patagónico de Tecnologías Biológicas y Geoambientales del Conicet (Ipatec) y de la Universidad Nacional del Comahue (UNCo) crearon un horno para la reutilización de barbijos que, en un trabajo conjunto con el área de Ingeniería de Groupe PSA Argentina, permite descontaminar más de cien tapabocas por hora. ",Ciencia
La NASA lanzó su misión Mars 2020 en busca de vida en Marte  ,El rover Perseverance intentará encontrar rastros de microbios  ,"La Nasa lanzó este jueves hacia Marte su rover Perseverance
, concebido para buscar rastros de microbios que pueden haber poblado el lugar hace más de 3000 millones de años. El vehículo lleva consigo un minihelicóptero que intentará realizar el primer vuelo de un aparato en otro planeta.",Ciencia
Coronavirus: un modelo matemático para predecir el pico de casos  ,Fue creado en la Untref y estima que ocurrirá entre el 10 y 20 de agosto  ,Investigadores de la Universidad Nacional de Tres de Febrero (Untref) desarrollaron un modelo de cálculo matemático mediante el cual estiman que el pico de contagios de coronavirus ocurrirá entre el 10 y el 20 de agosto próximo.,Ciencia
"Descubren en La Rioja una ""joya paleontológica""",Son fósiles de vertebrados de hace 230 millones de años,"Un grupo de cientificos del Conicet La Plata descubrió en La Rioja, en el límite con el Valle de la Luna, piezas paleontológicas de 230 millones de años. Es en una zona que, pese a ser cuna de valiosos hallazgos, incluido un dinosaurio, había sido históricamente ignorada.",Ciencia
La NASA ofrece hasta 180 mil dólares a quien logre resolver el problema del polvo lunar,Una recompensa para estudiantes universitarios,"La NASA anunció que brindará una recompensa de hasta US$180.000 a estudiantes universitarios que desarrollen ideas o productos que resuelvan el problema del polvo lunar, una sustancia que perjudica vehículos y trajes espaciales.",Ciencia
La sorprendente foto de Saturno capturada por el telescopio Hubble,Una mirada al verano en el planeta de los anillos ,"La NASA 
reveló recientemente una foto de Saturno tomada por el telescopio Hubble el 4 de julio pasado, momento en que el planeta estaba a más de 1.350 millones de kilómetros de la Tierra.",Ciencia
Afirman que África se está dividiendo para formar un nuevo océano,Según un estudio tardará entre 5 y 10 millones de años,"Un reciente estudio reveló que África se partirá en dos y se creará una nueva cuenca oceánica en un tiempo estimado de entre 5 y 10 millones de años, un período corto en términos geológicos.",Ciencia
El calentamiento global podría llevar a la extinción de los osos polares antes de 2100,Según un estudio publicado en Nature Climate Change,"El cambio climático podría significar la casi extinción de los osos polares en menos de 80 años. Son incapaces de alimentarse por la desaparición de las placas de hielo en el océano, según un estudio publicado en Nature Climate Change el lunes.",Ciencia
Un asteroide gigante se acercará a la Tierra este viernes,"El 2020 ND es considerado “potencialmente peligroso”, aunque descartan que pueda impactar","La NASA y la Agencia Espacial Europea alertaron que un asteroide de 160 metros de diámetro, que viaja a una velocidad de 48.000 kilómetros por hora, lo que equivale a 13,5 kilómetros por segundo, pasará muy cerca de la Tierra el próximo 24 de julio. Se trata del 2020 ND, que por su tamaño y a la velocidad que viaja, ha sido catalogado como “potencialmente peligroso”.",Ciencia
"Descubren que la ""momia niño"" egipcia no es humana",Se trata de una figura artificial hecha de barro y grano,"Un grupo de científicos del Hospital Rambam, ubicado en la ciudad de Haifa, Israel, descubrió que una momia conservada en el Museo Nacional Marítimo de esa localidad era en realidad una figura artificial hecha de barro y grano.",Ciencia
Las sorprendentes “hogueras” en el Sol captadas por la sonda Solar Orbiter,La primera misión que tómo imágenes cerca de la superficie solar,"Las primeras imágenes tomadas por el satélite Solar Orbiter, la nueva misión de observación del Sol de la Agencia Espacial Europea (ESA) y la NASA, revelaron la presencia de numerosas minierupciones solares, llamadas “hogueras”, en la superficie solar, según informó este jueves la ESA en un comunicado.",Ciencia
"La vida tardó ""sólo"" 700.000 años en recuperarse tras el fin de los dinosaurios",Según una investigación internacional,Una investigación internacional en la que participa la Universidad de Granada reveló que la vida tardó “solo” 700.000 años en recuperarse en el lugar donde impactó el asteroide que acabó con los dinosaurios.,Ciencia
Júpiter se vio muy cerca de la Tierra,Brilló 14 veces más que cualquier estrella en el cielo,"El planeta más grande del sistema solar alcanzó en la noche del lunes el punto más cercano con la Tierra. Este fenómeno ocurre cada 13 meses (alrededor de 400 días). Júpiter brilló cerca de Saturno, frente a la Constelación de Sagitario, 14 veces más que cualquier estrella en el cielo.",Ciencia
Las sorprendentes imágenes del cráter de nieve en Marte,Tiene 82 kilómetros de ancho,"La Agencia Espacial Europea (ESA)
dio a conocer recientemente un video del cráter Korolev situado en la superficie de Marte. Se trata de una recreación con imágenes captadas por la sonda Mars Express, con el objetivo de obtener diferentes perspectivas sobre el fenómeno, que posee 82 kilómetros de ancho y está completamente cubierto de nieve.",Ciencia
Científicos del CERN descubrieron una partícula nunca observada antes,Está compuesta por cuatro quarks,"El Centro Europeo de Física de Partículas (CERN) anunció este miércoles el descubrimiento de una nueva partícula formada por cuatro quarks que, según los investigadores, ayudará a entender la forma en que éstos interactúan para formar los protones y neutrones que se encuentran en el núcleo de los átomos.",Ciencia
Hallaron el sistema planetario compacto más cercano al Sistema Solar,Uno de los planetas podría tener agua líquida en su superficie,"Un equipo de científicos determinó que la estrella Gliese 887 tiene el sistema planetario compacto más cercano al Sistema Solar. Se trata de un sistema formado por dos planetas y, posiblemente, un tercero que podría tener agua líquida en su superficie.",Ciencia
"La NASA presentó Ingenuity, un helicóptero que volará en Marte en 2021",Despegará en julio de este año ,La NASA anunció que en febrero de 2021 enviará a Marte un helicóptero especialmente diseñado para obtener una vista panorámica del planeta rojo. La iniciativa se enmarca en la misión Perseverance que será lanzada el próximo mes y tiene como objetivo adquirir un mayor conocimiento de la geología de Marte y buscar signos de vida en la antigüedad.,Ciencia
"June Almeida, la investigadora que descubrió los coronavirus ",Una de las carreras científicas más fascinantes del siglo XX,"De Público, especial para Página/12",Ciencia
“Contagio”: el film que se anticipó al coronavirus y hoy es furor,"Similitudes y diferencias entre la actualidad y la película de 2011, según un experto en virología","Contagio es una película de 2011 dirigida por Steven Soderbergh y protagonizada por Matt Damon, Kate Winslet, Jude Law, Laurence Fishburne, Gwyneth Paltrow, John Hawkes y Bryan Cranston. Sus similitudes con la situación actual estremecen. De hecho, a principios de este mes, algunas de estas figuras de Hollywood fueron convocadas por el Departamento de Salud Pública de la Universidad de Columbia para grabar un video de concientización sobre los recaudos que la población debería tomar para prevenir la propagación del coronavirus. Uno de los consultores médicos que asesoró al guionista en el film –el epidemiólogo Ian Lipkin– hoy tiene Covid-19. Aunque había quedado rezagada, en la actualidad, es una de las más vistas de la compañía Warner Bros, junto al eterno éxito de Harry Potter.",Ciencia
Coronavirus: cómo cambia la alimentación en tiempos de cuarentena,Lo estudian investigadoras del Conicet y de un hospital chaqueño,"Dos investigadoras del Conicet y una médica se propusieron evaluar qué ocurre con la alimentación en Argentina, luego de que una comunicación difundida a fines de marzo por el Comité de Alimentación de las Naciones Unidas (2020) afirmara que se registró una alteración de los entornos alimentarios en todo el planeta. Los principales factores a tener en cuenta son el incremento de dietas poco saludables, la reducción de la actividad física y los obstáculos que impone el aislamiento obligatorio en la realización de compras. Bajo estas premisas trabajó el equipo integrado por Daniela Defagó (Instituto de Investigaciones en Ciencias de la Salud) y María Andreatta (Centro de Investigaciones y Estudios sobre Cultura y Sociedad) del Conicet, y Emilce Sudriá, Jefa del Servicio de Alimentación Hospitalaria en el Hospital chaqueño “Dr. Ramón Carrillo”. ",Ciencia
